wine_name,vintage,popularity,score,avg_price
"Craggy Range Te Muna Road Vineyard Pinot Noir, Martinborough, New Zealand","
                            2006                    ","
                            3,317","
                            95/100                    ",36
"Cullen Diana Madeline, Margaret River, Australia","
                            2003                    ","
                            1,673","
                            95/100                    ",86
"Howard Park Abercrombie Cabernet Sauvignon, Western Australia","
                            2008                    ","
                            1,747","
                            95/100                    ",231
"Cloudy Bay Pinot Noir, Marlborough, New Zealand","
                            2013                    ","
                            1,756","
                            95/100                    ",33
"Cloudy Bay Pinot Noir, Marlborough, New Zealand","
                            2012                    ","
                            1,756","
                            95/100                    ",32
"Cloudy Bay Pinot Noir, Marlborough, New Zealand","
                            2011                    ","
                            1,756","
                            95/100                    ",33
"Cloudy Bay Pinot Noir, Marlborough, New Zealand","
                            2010                    ","
                            1,756","
                            95/100                    ",36
"Cloudy Bay Pinot Noir, Marlborough, New Zealand","
                            2008                    ","
                            1,756","
                            95/100                    ",                    
"Penfolds Magill Estate Shiraz, South Australia","
                            2010                    ","
                            1,782","
                            95/100                    ",110
"Jacob's Creek St Hugo Cabernet Sauvignon, Coonawarra, Australia","
                            2007                    ","
                            1,828","
                            95/100                    ",37
"Craggy Range Sophia Merlot, Gimblett Gravels, New Zealand","
                            2014                    ","
                            1,844","
                            95/100                    ",52
"Craggy Range Sophia Merlot, Gimblett Gravels, New Zealand","
                            2011                    ","
                            1,844","
                            95/100                    ",47
"Craggy Range Sophia Merlot, Gimblett Gravels, New Zealand","
                            2010                    ","
                            1,844","
                            95/100                    ",57
"Craggy Range Sophia Merlot, Gimblett Gravels, New Zealand","
                            2009                    ","
                            1,844","
                            95/100                    ",42
"Craggy Range Sophia Merlot, Gimblett Gravels, New Zealand","
                            2004                    ","
                            1,844","
                            95/100                    ",50
"Yalumba The Signature Cabernet Sauvignon - Shiraz, Barossa Valley, Australia","
                            2010                    ","
                            1,981","
                            95/100                    ",42
"Kumeu River Estate Chardonnay, Kumeu, New Zealand","
                            2014                    ","
                            2,019","
                            95/100                    ",28
"Dry River Pinot Noir, Martinborough, New Zealand","
                            2015                    ","
                            2,101","
                            95/100                    ",64
"Dry River Pinot Noir, Martinborough, New Zealand","
                            2011                    ","
                            2,101","
                            95/100                    ",59
